root_dir,graph_path,is_eq,n_B,n_C,n_atoms,composition,tag
D:\Sara\All_DFT_Data,30/B25C5_4/S_75150/graphs.pt,0,25,5,30,B25C5,S_75150
D:\Sara\All_DFT_Data,120/B105C15_1/S_66528/graphs.pt,0,105,15,120,B105C15,S_66528
D:\Sara\All_DFT_Data,60/B55C5_3/S_396213/graphs.pt,0,55,5,60,B55C5,S_396213
D:\Sara\All_DFT_Data\Test_Data,Test81/graphs.pt,1,53,7,60,B53C7,Test81
D:\Sara\All_DFT_Data,120/B107C13_3/S_282609/graphs.pt,0,107,13,120,B107C13,S_282609
D:\Sara\All_DFT_Data,30/B23C7_5/S_397867/graphs.pt,0,23,7,30,B23C7,S_397867
D:\Sara\All_DFT_Data,15/B13C2_3/S_221508/graphs.pt,0,13,2,15,B13C2,S_221508
D:\Sara\All_DFT_Data,60/B51C9_2/S_388596/graphs.pt,0,51,9,60,B51C9,S_388596
D:\Sara\All_DFT_Data,120/B97C23_5/S_234415/graphs.pt,0,97,23,120,B97C23,S_234415
D:\Sara\All_DFT_Data,15/B11C4_4/S_80655/graphs.pt,0,11,4,15,B11C4,S_80655
D:\Sara\All_DFT_Data,30/B27C3_4/S_397024/graphs.pt,0,27,3,30,B27C3,S_397024
D:\Sara\All_DFT_Data,120/B113C7_3/S_276180/graphs.pt,0,113,7,120,B113C7,S_276180
D:\Sara\All_DFT_Data,30/B23C7_2/S_349564/graphs.pt,0,23,7,30,B23C7,S_349564
D:\Sara\All_DFT_Data,120/B111C9_1/S_395508/graphs.pt,0,111,9,120,B111C9,S_395508
D:\Sara\All_DFT_Data,120/B99C21_1/S_73127/graphs.pt,0,99,21,120,B99C21,S_73127
D:\Sara\All_DFT_Data,15/B12C3_4/S_201168/graphs.pt,0,12,3,15,B12C3,S_201168
D:\Sara\All_DFT_Data,120/B101C19_4/S_334833/graphs.pt,0,101,19,120,B101C19,S_334833
D:\Sara\All_DFT_Data,15/B12C3_4/S_202511/graphs.pt,0,12,3,15,B12C3,S_202511
D:\Sara\All_DFT_Data,60/B55C5_1/S_165/graphs.pt,0,55,5,60,B55C5,S_165
D:\Sara\All_DFT_Data,120/B97C23_3/S_243235/graphs.pt,0,97,23,120,B97C23,S_243235
D:\Sara\All_DFT_Data,120/B101C19_3/S_225325/graphs.pt,0,101,19,120,B101C19,S_225325
D:\Sara\All_DFT_Data,30/B25C5_5/S_323969/graphs.pt,0,25,5,30,B25C5,S_323969
D:\Sara\All_DFT_Data,120/B99C21_5/S_189493/graphs.pt,0,99,21,120,B99C21,S_189493
D:\Sara\All_DFT_Data,120/B97C23_3/S_221921/graphs.pt,0,97,23,120,B97C23,S_221921
D:\Sara\All_DFT_Data,15/B11C4_5/S_295248/graphs.pt,0,11,4,15,B11C4,S_295248
D:\Sara\All_DFT_Data,120/B107C13_4/S_35170/graphs.pt,0,107,13,120,B107C13,S_35170
D:\Sara\All_DFT_Data,30/B27C3_5/S_186465/graphs.pt,0,27,3,30,B27C3,S_186465
D:\Sara\All_DFT_Data,60/B45C15_1/S_293987/graphs.pt,0,45,15,60,B45C15,S_293987
D:\Sara\All_DFT_Data,120/B107C13_1/S_286089/graphs.pt,0,107,13,120,B107C13,S_286089
D:\Sara\All_DFT_Data,120/B111C9_1/S_191677/graphs.pt,0,111,9,120,B111C9,S_191677
D:\Sara\All_DFT_Data,120/B107C13_1/S_345054/graphs.pt,0,107,13,120,B107C13,S_345054
D:\Sara\All_DFT_Data,15/B11C4_5/S_297468/graphs.pt,0,11,4,15,B11C4,S_297468
D:\Sara\All_DFT_Data,120/B113C7_4/S_279055/graphs.pt,0,113,7,120,B113C7,S_279055
D:\Sara\All_DFT_Data,60/B51C9_5/S_276542/graphs.pt,0,51,9,60,B51C9,S_276542
D:\Sara\All_DFT_Data\Test_Data,Test4/graphs.pt,1,11,4,15,B11C4,Test4
D:\Sara\All_DFT_Data,120/B101C19_1/S_377923/graphs.pt,0,101,19,120,B101C19,S_377923
D:\Sara\All_DFT_Data,60/B51C9_5/S_193000/graphs.pt,0,51,9,60,B51C9,S_193000
D:\Sara\All_DFT_Data,15/B14C_2/S_175015/graphs.pt,0,14,1,15,B14C1,S_175015
D:\Sara\All_DFT_Data,60/B47C13_4/S_340519/graphs.pt,0,47,13,60,B47C13,S_340519
D:\Sara\All_DFT_Data,30/B25C5_4/S_256336/graphs.pt,0,25,5,30,B25C5,S_256336
D:\Sara\All_DFT_Data,60/B45C15_2/S_28653/graphs.pt,0,45,15,60,B45C15,S_28653
D:\Sara\All_DFT_Data,120/B109C11_1/S_146114/graphs.pt,0,109,11,120,B109C11,S_146114
D:\Sara\All_DFT_Data,60/B55C5_3/S_206579/graphs.pt,0,55,5,60,B55C5,S_206579
D:\Sara\All_DFT_Data,60/B51C9_3/S_260536/graphs.pt,0,51,9,60,B51C9,S_260536
D:\Sara\All_DFT_Data\Test_Data,Test99/graphs.pt,1,25,5,30,B25C5,Test99
D:\Sara\All_DFT_Data,120/B97C23_1/S_51456/graphs.pt,0,97,23,120,B97C23,S_51456
D:\Sara\All_DFT_Data,30/B25C5_2/S_182547/graphs.pt,0,25,5,30,B25C5,S_182547
D:\Sara\All_DFT_Data,120/B107C13_1/S_317184/graphs.pt,0,107,13,120,B107C13,S_317184
D:\Sara\All_DFT_Data,120/B101C19_2/S_41650/graphs.pt,0,101,19,120,B101C19,S_41650
D:\Sara\All_DFT_Data,120/B105C15_5/S_115795/graphs.pt,0,105,15,120,B105C15,S_115795
D:\Sara\All_DFT_Data,60/B51C9_3/S_156057/graphs.pt,0,51,9,60,B51C9,S_156057
D:\Sara\All_DFT_Data,15/B14C_3/S_116330/graphs.pt,0,14,1,15,B14C1,S_116330
D:\Sara\All_DFT_Data\Test_Data,Test94/graphs.pt,1,23,7,30,B23C7,Test94
D:\Sara\All_DFT_Data,120/B101C19_4/S_143128/graphs.pt,0,101,19,120,B101C19,S_143128
D:\Sara\All_DFT_Data,120/B109C11_2/S_330872/graphs.pt,0,109,11,120,B109C11,S_330872
D:\Sara\All_DFT_Data,60/B51C9_4/S_110675/graphs.pt,0,51,9,60,B51C9,S_110675
D:\Sara\All_DFT_Data,15/B14C_5/S_17987/graphs.pt,0,14,1,15,B14C1,S_17987
D:\Sara\All_DFT_Data\Test_Data,Test47/graphs.pt,1,11,4,15,B11C4,Test47
D:\Sara\All_DFT_Data,30/B23C7_2/S_359206/graphs.pt,0,23,7,30,B23C7,S_359206
D:\Sara\All_DFT_Data,120/B111C9_4/S_394503/graphs.pt,0,111,9,120,B111C9,S_394503
D:\Sara\All_DFT_Data,120/B109C11_2/S_111333/graphs.pt,0,109,11,120,B109C11,S_111333
D:\Sara\All_DFT_Data\Test_Data,Test45/graphs.pt,1,12,3,15,B12C3,Test45
D:\Sara\All_DFT_Data,120/B103C17_4/S_179542/graphs.pt,0,103,17,120,B103C17,S_179542
D:\Sara\All_DFT_Data,120/B103C17_4/S_247170/graphs.pt,0,103,17,120,B103C17,S_247170
D:\Sara\All_DFT_Data,120/B113C7_2/S_322511/graphs.pt,0,113,7,120,B113C7,S_322511
D:\Sara\All_DFT_Data,120/B99C21_4/S_258877/graphs.pt,0,99,21,120,B99C21,S_258877
D:\Sara\All_DFT_Data,60/B53C7_1/S_15325/graphs.pt,0,53,7,60,B53C7,S_15325
D:\Sara\All_DFT_Data,60/B49C11_1/S_324769/graphs.pt,0,49,11,60,B49C11,S_324769
D:\Sara\All_DFT_Data,120/B97C23_4/S_42933/graphs.pt,0,97,23,120,B97C23,S_42933
D:\Sara\All_DFT_Data,30/B23C7_3/S_241779/graphs.pt,0,23,7,30,B23C7,S_241779
D:\Sara\All_DFT_Data,30/B27C3_1/S_136728/graphs.pt,0,27,3,30,B27C3,S_136728
D:\Sara\All_DFT_Data,15/B13C2_4/S_302443/graphs.pt,0,13,2,15,B13C2,S_302443
D:\Sara\All_DFT_Data,15/B12C3_5/S_240696/graphs.pt,0,12,3,15,B12C3,S_240696
D:\Sara\All_DFT_Data,30/B23C7_2/S_101664/graphs.pt,0,23,7,30,B23C7,S_101664
D:\Sara\All_DFT_Data,60/B45C15_2/S_109783/graphs.pt,0,45,15,60,B45C15,S_109783
D:\Sara\All_DFT_Data,60/B45C15_4/S_73670/graphs.pt,0,45,15,60,B45C15,S_73670
D:\Sara\All_DFT_Data,120/B99C21_5/S_82613/graphs.pt,0,99,21,120,B99C21,S_82613
D:\Sara\All_DFT_Data,30/B25C5_2/S_215373/graphs.pt,0,25,5,30,B25C5,S_215373
D:\Sara\All_DFT_Data,60/B47C13_2/S_365850/graphs.pt,0,47,13,60,B47C13,S_365850
D:\Sara\All_DFT_Data,120/B109C11_3/S_376251/graphs.pt,0,109,11,120,B109C11,S_376251
D:\Sara\All_DFT_Data\Test_Data,Test8/graphs.pt,1,12,3,15,B12C3,Test8
D:\Sara\All_DFT_Data,120/B111C9_4/S_281743/graphs.pt,0,111,9,120,B111C9,S_281743
D:\Sara\All_DFT_Data,30/B25C5_3/S_284979/graphs.pt,0,25,5,30,B25C5,S_284979
D:\Sara\All_DFT_Data,60/B55C5_3/S_396491/graphs.pt,0,55,5,60,B55C5,S_396491
D:\Sara\All_DFT_Data,120/B109C11_3/S_194612/graphs.pt,0,109,11,120,B109C11,S_194612
D:\Sara\All_DFT_Data,15/B13C2_5/S_66533/graphs.pt,0,13,2,15,B13C2,S_66533
D:\Sara\All_DFT_Data,120/B113C7_1/S_301159/graphs.pt,0,113,7,120,B113C7,S_301159
D:\Sara\All_DFT_Data,120/B111C9_5/S_78749/graphs.pt,0,111,9,120,B111C9,S_78749
D:\Sara\All_DFT_Data,120/B103C17_4/S_210765/graphs.pt,0,103,17,120,B103C17,S_210765
D:\Sara\All_DFT_Data\Test_Data,Test14/graphs.pt,1,12,3,15,B12C3,Test14
D:\Sara\All_DFT_Data,15/B13C2_5/S_14539/graphs.pt,0,13,2,15,B13C2,S_14539
D:\Sara\All_DFT_Data,15/B11C4_5/S_72147/graphs.pt,0,11,4,15,B11C4,S_72147
D:\Sara\All_DFT_Data,120/B97C23_3/S_160543/graphs.pt,0,97,23,120,B97C23,S_160543
D:\Sara\All_DFT_Data,120/B99C21_4/S_373714/graphs.pt,0,99,21,120,B99C21,S_373714
D:\Sara\All_DFT_Data\Test_Data,Test15/graphs.pt,1,13,2,15,B13C2,Test15
D:\Sara\All_DFT_Data,120/B99C21_2/S_73625/graphs.pt,0,99,21,120,B99C21,S_73625
D:\Sara\All_DFT_Data,15/B11C4_1/S_138297/graphs.pt,0,11,4,15,B11C4,S_138297
D:\Sara\All_DFT_Data,30/B27C3_4/S_71714/graphs.pt,0,27,3,30,B27C3,S_71714
D:\Sara\All_DFT_Data,120/B105C15_3/S_314115/graphs.pt,0,105,15,120,B105C15,S_314115
D:\Sara\All_DFT_Data,120/B97C23_5/S_321780/graphs.pt,0,97,23,120,B97C23,S_321780
D:\Sara\All_DFT_Data,30/B27C3_4/S_314214/graphs.pt,0,27,3,30,B27C3,S_314214
D:\Sara\All_DFT_Data,15/B11C4_5/S_4838/graphs.pt,0,11,4,15,B11C4,S_4838
D:\Sara\All_DFT_Data,60/B47C13_2/S_342540/graphs.pt,0,47,13,60,B47C13,S_342540
D:\Sara\All_DFT_Data,120/B103C17_1/S_42546/graphs.pt,0,103,17,120,B103C17,S_42546
D:\Sara\All_DFT_Data,30/B27C3_5/S_315858/graphs.pt,0,27,3,30,B27C3,S_315858
D:\Sara\All_DFT_Data,120/B97C23_2/S_318500/graphs.pt,0,97,23,120,B97C23,S_318500
D:\Sara\All_DFT_Data,15/B12C3_2/S_312772/graphs.pt,0,12,3,15,B12C3,S_312772
D:\Sara\All_DFT_Data,60/B51C9_2/S_353516/graphs.pt,0,51,9,60,B51C9,S_353516
D:\Sara\All_DFT_Data,120/B105C15_2/S_186469/graphs.pt,0,105,15,120,B105C15,S_186469
D:\Sara\All_DFT_Data,120/B103C17_5/S_370358/graphs.pt,0,103,17,120,B103C17,S_370358
D:\Sara\All_DFT_Data,60/B47C13_1/S_321956/graphs.pt,0,47,13,60,B47C13,S_321956
D:\Sara\All_DFT_Data,120/B105C15_4/S_37432/graphs.pt,0,105,15,120,B105C15,S_37432
D:\Sara\All_DFT_Data,60/B47C13_1/S_295438/graphs.pt,0,47,13,60,B47C13,S_295438
D:\Sara\All_DFT_Data\Test_Data,Test79/graphs.pt,1,49,11,60,B49C11,Test79
D:\Sara\All_DFT_Data,15/B13C2_1/S_391341/graphs.pt,0,13,2,15,B13C2,S_391341
D:\Sara\All_DFT_Data,120/B113C7_1/S_221921/graphs.pt,0,113,7,120,B113C7,S_221921
D:\Sara\All_DFT_Data,120/B99C21_1/S_125046/graphs.pt,0,99,21,120,B99C21,S_125046
D:\Sara\All_DFT_Data,120/B97C23_4/S_117760/graphs.pt,0,97,23,120,B97C23,S_117760
D:\Sara\All_DFT_Data,120/B113C7_5/S_391713/graphs.pt,0,113,7,120,B113C7,S_391713
D:\Sara\All_DFT_Data,60/B49C11_2/S_246/graphs.pt,0,49,11,60,B49C11,S_246
D:\Sara\All_DFT_Data,60/B45C15_4/S_320677/graphs.pt,0,45,15,60,B45C15,S_320677
D:\Sara\All_DFT_Data,30/B27C3_1/S_518/graphs.pt,0,27,3,30,B27C3,S_518
D:\Sara\All_DFT_Data,120/B111C9_1/S_164189/graphs.pt,0,111,9,120,B111C9,S_164189
D:\Sara\All_DFT_Data,120/B103C17_3/S_116514/graphs.pt,0,103,17,120,B103C17,S_116514
D:\Sara\All_DFT_Data,15/B12C3_4/S_317329/graphs.pt,0,12,3,15,B12C3,S_317329
D:\Sara\All_DFT_Data,120/B99C21_1/S_317045/graphs.pt,0,99,21,120,B99C21,S_317045
D:\Sara\All_DFT_Data,15/B13C2_4/S_232930/graphs.pt,0,13,2,15,B13C2,S_232930
D:\Sara\All_DFT_Data,15/B14C_3/S_166279/graphs.pt,0,14,1,15,B14C1,S_166279
D:\Sara\All_DFT_Data,120/B113C7_1/S_66110/graphs.pt,0,113,7,120,B113C7,S_66110
D:\Sara\All_DFT_Data,60/B51C9_3/S_92383/graphs.pt,0,51,9,60,B51C9,S_92383
D:\Sara\All_DFT_Data,120/B101C19_3/S_1148/graphs.pt,0,101,19,120,B101C19,S_1148
D:\Sara\All_DFT_Data,60/B53C7_1/S_348699/graphs.pt,0,53,7,60,B53C7,S_348699
D:\Sara\All_DFT_Data,15/B14C_3/S_247438/graphs.pt,0,14,1,15,B14C1,S_247438
D:\Sara\All_DFT_Data,120/B103C17_3/S_91234/graphs.pt,0,103,17,120,B103C17,S_91234
D:\Sara\All_DFT_Data,60/B53C7_1/S_308299/graphs.pt,0,53,7,60,B53C7,S_308299
D:\Sara\All_DFT_Data,120/B111C9_2/S_7960/graphs.pt,0,111,9,120,B111C9,S_7960
D:\Sara\All_DFT_Data,15/B13C2_2/S_203164/graphs.pt,0,13,2,15,B13C2,S_203164
D:\Sara\All_DFT_Data,15/B14C_2/S_251193/graphs.pt,0,14,1,15,B14C1,S_251193
D:\Sara\All_DFT_Data,15/B11C4_3/S_342904/graphs.pt,0,11,4,15,B11C4,S_342904
D:\Sara\All_DFT_Data,15/B14C_2/S_59525/graphs.pt,0,14,1,15,B14C1,S_59525
D:\Sara\All_DFT_Data,15/B11C4_3/S_134506/graphs.pt,0,11,4,15,B11C4,S_134506
D:\Sara\All_DFT_Data,check_extraction/S_97366/graphs.pt,0,113,7,120,B113C7,S_97366
D:\Sara\All_DFT_Data,60/B47C13_3/S_1324/graphs.pt,0,47,13,60,B47C13,S_1324
D:\Sara\All_DFT_Data,120/B103C17_1/S_232783/graphs.pt,0,103,17,120,B103C17,S_232783
D:\Sara\All_DFT_Data,120/B105C15_2/S_201465/graphs.pt,0,105,15,120,B105C15,S_201465
D:\Sara\All_DFT_Data\Test_Data,Test90/graphs.pt,1,14,1,15,B14C1,Test90
D:\Sara\All_DFT_Data,120/B103C17_5/S_19688/graphs.pt,0,103,17,120,B103C17,S_19688
D:\Sara\All_DFT_Data,30/B23C7_4/S_233989/graphs.pt,0,23,7,30,B23C7,S_233989
D:\Sara\All_DFT_Data,120/B99C21_1/S_42379/graphs.pt,0,99,21,120,B99C21,S_42379
D:\Sara\All_DFT_Data,60/B53C7_2/S_64945/graphs.pt,0,53,7,60,B53C7,S_64945
D:\Sara\All_DFT_Data,30/B27C3_4/S_195022/graphs.pt,0,27,3,30,B27C3,S_195022
D:\Sara\All_DFT_Data,30/B25C5_3/S_200812/graphs.pt,0,25,5,30,B25C5,S_200812
D:\Sara\All_DFT_Data,120/B101C19_3/S_84878/graphs.pt,0,101,19,120,B101C19,S_84878
D:\Sara\All_DFT_Data,30/B23C7_4/S_190914/graphs.pt,0,23,7,30,B23C7,S_190914
D:\Sara\All_DFT_Data,60/B51C9_1/S_299532/graphs.pt,0,51,9,60,B51C9,S_299532
D:\Sara\All_DFT_Data,30/B23C7_5/S_237654/graphs.pt,0,23,7,30,B23C7,S_237654
D:\Sara\All_DFT_Data,30/B27C3_2/S_309658/graphs.pt,0,27,3,30,B27C3,S_309658
D:\Sara\All_DFT_Data,60/B47C13_5/S_158201/graphs.pt,0,47,13,60,B47C13,S_158201
D:\Sara\All_DFT_Data,120/B99C21_3/S_135460/graphs.pt,0,99,21,120,B99C21,S_135460
D:\Sara\All_DFT_Data,15/B13C2_1/S_290020/graphs.pt,0,13,2,15,B13C2,S_290020
D:\Sara\All_DFT_Data,30/B23C7_4/S_145009/graphs.pt,0,23,7,30,B23C7,S_145009
D:\Sara\All_DFT_Data,120/B105C15_1/S_58191/graphs.pt,0,105,15,120,B105C15,S_58191
D:\Sara\All_DFT_Data,60/B49C11_1/S_185603/graphs.pt,0,49,11,60,B49C11,S_185603
D:\Sara\All_DFT_Data,120/B109C11_5/S_243031/graphs.pt,0,109,11,120,B109C11,S_243031
D:\Sara\All_DFT_Data,120/B113C7_3/S_51362/graphs.pt,0,113,7,120,B113C7,S_51362
D:\Sara\All_DFT_Data,60/B55C5_1/S_346484/graphs.pt,0,55,5,60,B55C5,S_346484
D:\Sara\All_DFT_Data,120/B107C13_5/S_291767/graphs.pt,0,107,13,120,B107C13,S_291767
D:\Sara\All_DFT_Data,60/B55C5_5/S_147026/graphs.pt,0,55,5,60,B55C5,S_147026
D:\Sara\All_DFT_Data,30/B25C5_2/S_230654/graphs.pt,0,25,5,30,B25C5,S_230654
D:\Sara\All_DFT_Data,15/B11C4_5/S_141495/graphs.pt,0,11,4,15,B11C4,S_141495
D:\Sara\All_DFT_Data,120/B105C15_2/S_646/graphs.pt,0,105,15,120,B105C15,S_646
D:\Sara\All_DFT_Data,120/B113C7_4/S_69643/graphs.pt,0,113,7,120,B113C7,S_69643
D:\Sara\All_DFT_Data,30/B23C7_1/S_269754/graphs.pt,0,23,7,30,B23C7,S_269754
D:\Sara\All_DFT_Data,15/B14C_2/S_343639/graphs.pt,0,14,1,15,B14C1,S_343639
D:\Sara\All_DFT_Data,15/B13C2_2/S_149640/graphs.pt,0,13,2,15,B13C2,S_149640
D:\Sara\All_DFT_Data,120/B109C11_5/S_182255/graphs.pt,0,109,11,120,B109C11,S_182255
D:\Sara\All_DFT_Data,30/B27C3_4/S_369866/graphs.pt,0,27,3,30,B27C3,S_369866
D:\Sara\All_DFT_Data,15/B11C4_2/S_103946/graphs.pt,0,11,4,15,B11C4,S_103946
D:\Sara\All_DFT_Data,60/B47C13_3/S_240598/graphs.pt,0,47,13,60,B47C13,S_240598
D:\Sara\All_DFT_Data,120/B97C23_1/S_33291/graphs.pt,0,97,23,120,B97C23,S_33291
D:\Sara\All_DFT_Data,15/B11C4_3/S_93244/graphs.pt,0,11,4,15,B11C4,S_93244
D:\Sara\All_DFT_Data,30/B27C3_1/S_204318/graphs.pt,0,27,3,30,B27C3,S_204318
D:\Sara\All_DFT_Data,15/B13C2_2/S_169092/graphs.pt,0,13,2,15,B13C2,S_169092
D:\Sara\All_DFT_Data,120/B109C11_1/S_17981/graphs.pt,0,109,11,120,B109C11,S_17981
D:\Sara\All_DFT_Data,15/B13C2_4/S_92318/graphs.pt,0,13,2,15,B13C2,S_92318
D:\Sara\All_DFT_Data,60/B45C15_3/S_217576/graphs.pt,0,45,15,60,B45C15,S_217576
D:\Sara\All_DFT_Data,120/B101C19_5/S_354927/graphs.pt,0,101,19,120,B101C19,S_354927
D:\Sara\All_DFT_Data,120/B107C13_1/S_49452/graphs.pt,0,107,13,120,B107C13,S_49452
D:\Sara\All_DFT_Data,120/B97C23_5/S_167025/graphs.pt,0,97,23,120,B97C23,S_167025
D:\Sara\All_DFT_Data,120/B109C11_1/S_358049/graphs.pt,0,109,11,120,B109C11,S_358049
D:\Sara\All_DFT_Data,30/B27C3_4/S_118656/graphs.pt,0,27,3,30,B27C3,S_118656
D:\Sara\All_DFT_Data\Test_Data,Test22/graphs.pt,1,11,4,15,B11C4,Test22
D:\Sara\All_DFT_Data,120/B101C19_3/S_130581/graphs.pt,0,101,19,120,B101C19,S_130581
D:\Sara\All_DFT_Data,60/B55C5_4/S_8797/graphs.pt,0,55,5,60,B55C5,S_8797
D:\Sara\All_DFT_Data,30/B25C5_4/S_257494/graphs.pt,0,25,5,30,B25C5,S_257494
D:\Sara\All_DFT_Data,30/B27C3_2/S_209364/graphs.pt,0,27,3,30,B27C3,S_209364
D:\Sara\All_DFT_Data,60/B51C9_3/S_10433/graphs.pt,0,51,9,60,B51C9,S_10433
D:\Sara\All_DFT_Data,15/B14C_4/S_288096/graphs.pt,0,14,1,15,B14C1,S_288096
D:\Sara\All_DFT_Data,120/B105C15_2/S_15807/graphs.pt,0,105,15,120,B105C15,S_15807
D:\Sara\All_DFT_Data,60/B51C9_4/S_389200/graphs.pt,0,51,9,60,B51C9,S_389200
D:\Sara\All_DFT_Data,120/B113C7_3/S_290931/graphs.pt,0,113,7,120,B113C7,S_290931
D:\Sara\All_DFT_Data,120/B103C17_1/S_272113/graphs.pt,0,103,17,120,B103C17,S_272113
D:\Sara\All_DFT_Data,15/B13C2_1/S_353145/graphs.pt,0,13,2,15,B13C2,S_353145
D:\Sara\All_DFT_Data,60/B47C13_3/S_360296/graphs.pt,0,47,13,60,B47C13,S_360296
D:\Sara\All_DFT_Data,15/B12C3_5/S_13645/graphs.pt,0,12,3,15,B12C3,S_13645
D:\Sara\All_DFT_Data,120/B103C17_2/S_158692/graphs.pt,0,103,17,120,B103C17,S_158692
D:\Sara\All_DFT_Data,120/B107C13_4/S_180649/graphs.pt,0,107,13,120,B107C13,S_180649
D:\Sara\All_DFT_Data,120/B109C11_5/S_306509/graphs.pt,0,109,11,120,B109C11,S_306509
D:\Sara\All_DFT_Data,120/B111C9_2/S_290265/graphs.pt,0,111,9,120,B111C9,S_290265
D:\Sara\All_DFT_Data,60/B49C11_3/S_67687/graphs.pt,0,49,11,60,B49C11,S_67687
D:\Sara\All_DFT_Data,120/B103C17_4/S_373230/graphs.pt,0,103,17,120,B103C17,S_373230
D:\Sara\All_DFT_Data\Test_Data,Test6/graphs.pt,1,12,3,15,B12C3,Test6
D:\Sara\All_DFT_Data,120/B113C7_2/S_311308/graphs.pt,0,113,7,120,B113C7,S_311308
D:\Sara\All_DFT_Data,120/B107C13_4/S_260334/graphs.pt,0,107,13,120,B107C13,S_260334
D:\Sara\All_DFT_Data,120/B107C13_1/S_96700/graphs.pt,0,107,13,120,B107C13,S_96700
D:\Sara\All_DFT_Data,30/B23C7_2/S_349679/graphs.pt,0,23,7,30,B23C7,S_349679
D:\Sara\All_DFT_Data,120/B103C17_1/S_158582/graphs.pt,0,103,17,120,B103C17,S_158582
D:\Sara\All_DFT_Data,60/B53C7_1/S_275922/graphs.pt,0,53,7,60,B53C7,S_275922
D:\Sara\All_DFT_Data,120/B111C9_3/S_85499/graphs.pt,0,111,9,120,B111C9,S_85499
D:\Sara\All_DFT_Data,60/B47C13_3/S_104722/graphs.pt,0,47,13,60,B47C13,S_104722
D:\Sara\All_DFT_Data,60/B53C7_1/S_169633/graphs.pt,0,53,7,60,B53C7,S_169633
D:\Sara\All_DFT_Data,60/B47C13_4/S_368074/graphs.pt,0,47,13,60,B47C13,S_368074
D:\Sara\All_DFT_Data,120/B97C23_1/S_132375/graphs.pt,0,97,23,120,B97C23,S_132375
D:\Sara\All_DFT_Data,60/B53C7_1/S_165937/graphs.pt,0,53,7,60,B53C7,S_165937
D:\Sara\All_DFT_Data\Test_Data,Test98/graphs.pt,1,27,3,30,B27C3,Test98
D:\Sara\All_DFT_Data,120/B111C9_5/S_389748/graphs.pt,0,111,9,120,B111C9,S_389748
D:\Sara\All_DFT_Data,120/B99C21_3/S_167956/graphs.pt,0,99,21,120,B99C21,S_167956
D:\Sara\All_DFT_Data,15/B14C_4/S_21829/graphs.pt,0,14,1,15,B14C1,S_21829
D:\Sara\All_DFT_Data,60/B55C5_4/S_326609/graphs.pt,0,55,5,60,B55C5,S_326609
D:\Sara\All_DFT_Data,120/B99C21_2/S_43955/graphs.pt,0,99,21,120,B99C21,S_43955
D:\Sara\All_DFT_Data,120/B97C23_2/S_117601/graphs.pt,0,97,23,120,B97C23,S_117601
D:\Sara\All_DFT_Data,60/B53C7_4/S_218592/graphs.pt,0,53,7,60,B53C7,S_218592
D:\Sara\All_DFT_Data,120/B101C19_5/S_270011/graphs.pt,0,101,19,120,B101C19,S_270011
D:\Sara\All_DFT_Data,30/B23C7_1/S_137456/graphs.pt,0,23,7,30,B23C7,S_137456
D:\Sara\All_DFT_Data\Test_Data,Test97/graphs.pt,1,12,3,15,B12C3,Test97
D:\Sara\All_DFT_Data,30/B27C3_3/S_179462/graphs.pt,0,27,3,30,B27C3,S_179462
D:\Sara\All_DFT_Data,120/B103C17_1/S_270731/graphs.pt,0,103,17,120,B103C17,S_270731
D:\Sara\All_DFT_Data,30/B23C7_1/S_175622/graphs.pt,0,23,7,30,B23C7,S_175622
D:\Sara\All_DFT_Data,60/B49C11_2/S_208/graphs.pt,0,49,11,60,B49C11,S_208
D:\Sara\All_DFT_Data,60/B53C7_3/S_361636/graphs.pt,0,53,7,60,B53C7,S_361636
D:\Sara\All_DFT_Data,60/B53C7_5/S_71520/graphs.pt,0,53,7,60,B53C7,S_71520
D:\Sara\All_DFT_Data,60/B55C5_4/S_13404/graphs.pt,0,55,5,60,B55C5,S_13404
D:\Sara\All_DFT_Data,15/B12C3_3/S_377476/graphs.pt,0,12,3,15,B12C3,S_377476
D:\Sara\All_DFT_Data,60/B55C5_1/S_262575/graphs.pt,0,55,5,60,B55C5,S_262575
D:\Sara\All_DFT_Data,60/B45C15_4/S_283702/graphs.pt,0,45,15,60,B45C15,S_283702
D:\Sara\All_DFT_Data,120/B113C7_4/S_302100/graphs.pt,0,113,7,120,B113C7,S_302100
D:\Sara\All_DFT_Data,30/B23C7_1/S_73787/graphs.pt,0,23,7,30,B23C7,S_73787
D:\Sara\All_DFT_Data,15/B11C4_4/S_354769/graphs.pt,0,11,4,15,B11C4,S_354769
D:\Sara\All_DFT_Data,60/B45C15_3/S_13191/graphs.pt,0,45,15,60,B45C15,S_13191
D:\Sara\All_DFT_Data,60/B55C5_2/S_131172/graphs.pt,0,55,5,60,B55C5,S_131172
D:\Sara\All_DFT_Data,120/B105C15_3/S_78688/graphs.pt,0,105,15,120,B105C15,S_78688
D:\Sara\All_DFT_Data,15/B13C2_4/S_381544/graphs.pt,0,13,2,15,B13C2,S_381544
D:\Sara\All_DFT_Data,120/B97C23_4/S_180771/graphs.pt,0,97,23,120,B97C23,S_180771
D:\Sara\All_DFT_Data,120/B111C9_4/S_78585/graphs.pt,0,111,9,120,B111C9,S_78585
D:\Sara\All_DFT_Data,15/B13C2_1/S_389297/graphs.pt,0,13,2,15,B13C2,S_389297
